//,패키지    : 50000 ~ ( 500 ),,,,,,,,,,,,,,,,,,루비(5000),슈퍼백신(802),부활석(1200),,,,,,,,,,,,,,,,,,,,,,,,,,
//,              필수(50000 ~ 59999(관리자가 입력:테이블사용불가),,,,,,,,,,,,,,,,,코인(0),코인(5100),알바의귀재(1002),합성 1시간단축(1600),,,,,,,,,,,,,,,,,,,,,,,,,,
//,동물뽑기 : 60000 ~  ( 600 ),,,,,,,,,,,,,,,,,루비(1),하트(2000),특수촉진제(1103),긴급요청 티켓(2100),,,,,,,,,,,,,,,,,,,,,,,,,,
//,야바위    : 70000 ~  ( 700 ),,,,,,,,,,,,,,,,,하트(2),건초(900),,일반 교배 티켓(2200),,,,,,,,,,,,,,,,,,,,,,,,,,
//label(version),보물      : 120000 ~ ( 1200 ) ,,,,,,,,,,,,,,,,,건초(3),우정포인트(1900),,프리미엄 교배 티켓(2300),,,,,,,,,,,,,,,,,,,,,,,,,,
//,보물뽑기 : 130000 ~ ( 1300 ) ,,,,,,,,,,,"동물, 보물에서는 뽑기 오픈조건임",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,묶음가격,묶음가격,,단일가격,,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
//,아이템 코드,카테고리,서브 카테고리,장착 슬롯,아이템 이름,사용 여부,상단게시,등급,세일여부,아이콘,판매요구 레벨,요구 주택 레벨,코인가격,캐시가격,1회구매수량,판매,아이템 설명,액세서리 슬롯(사용안함),등급을 색으로변경,생산 속도(단계),신선도(다른것이 사용됨 이제는 사용안함),질병 저항,먹이 소모량,아이템 생산 확률(%),피버 생산 확률(%),몸체,회북요구량,먹이통 최대,부활타임(1h),부활석 소모,특수능력,상인거래단가상승,코인,하트,세포 촉진제,신선도,,턴타임,,시간,,방어,,HP,,레벨당 유전자필요수량,
label(animal),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accessorykind,stargrade,milkspeed,milkfresh,res_disease,consume,coin_creation,fever_creation,bodycode,healpoint,consumeinit,revivaltime,reviveconsume,special_ability,animal_danga,upgamecost,upheart,upboost,freshbase,freshconst,attbase,attconst,timebase,timeconst,defbase,defconst,hpbase,hpconst,upstep,upstepmax
,222,동물(1),산양(3),목장(1),레이스산양,0,-1,레전(9),0,222,1,2,0,2600,1,3100,.,모두(2),등급(7),1870,320,12,7,120,67,408,5,50,465,7,-1,21,2000,18,0,158,46,158,46,25 ,14 ,660,65 ,690,18 ,45,360
,223,동물(1),산양(3),목장(1),하와이산양,0,-1,레전(9),0,223,0,2,0,2800,1,3200,.,모두(2),등급(7),1870,340,12,7,120,67,410,5,50,480,7,-1,21,2000,18,0,162,47,162,47,25 ,15 ,685,68 ,715,19 ,46,368
,224,동물(1),산양(3),목장(1),선물산양,0,-1,신화(10),0,224,0,2,0,3000,1,3300,.,모두(2),등급(8),1870,360,12,7,120,67,411,5,50,495,7,-1,25,3000,22,0,188,55,188,55,30 ,17 ,785,78 ,815,21 ,54,432
,225,동물(1),산양(3),목장(1),베리믹스산양,0,-1,신화(10),0,225,1,3,0,3200,1,3500,.,모두(2),등급(8),1868,385,12,7,120,67,409,5,50,525,7,-1,25,3000,22,0,192,56,192,56,30 ,17 ,810,80 ,840,22 ,55,440
,226,동물(1),산양(3),목장(1),불꽃산양,0,-1,신화(10),0,226,0,3,0,3400,1,3600,.,모두(2),등급(8),1868,410,12,7,120,67,412,5,50,540,7,-1,26,3000,23,0,196,58,196,58,31 ,17 ,810,80 ,840,22 ,57,456
,227,동물(1),산양(3),목장(1),정장산양,0,-1,신화(10),0,227,0,3,0,3600,1,3700,.,모두(2),등급(8),1868,440,12,7,120,67,413,5,50,555,7,-1,30,3000,27,0,228,67,228,67,35 ,20 ,960,95 ,990,26 ,66,528
,228,동물(1),산양(3),목장(1),산양미정14,0,-1,희귀(3),0,228,0,0,0,2470,1,830,.,모두(2),등급(6),1872,230,9,5,120,67,307,4,29,124,5,-1,4,240,4,0,30,9,30,9,7 ,4 ,135,13 ,165,5 ,8,64
,229,동물(1),산양(3),목장(1),산양미정15,0,-1,희귀(3),0,229,0,0,0,2470,1,830,.,모두(2),등급(6),1872,230,9,5,120,67,307,4,29,124,5,-1,4,240,4,0,30,9,30,9,7 ,4 ,135,13 ,165,5 ,8,64
,230,동물(1),산양(3),목장(1),산양미정16,0,-1,희귀(3),0,230,0,0,0,2470,1,830,.,모두(2),등급(6),1872,230,9,5,120,67,307,4,29,124,5,-1,4,240,4,0,30,9,30,9,7 ,4 ,135,13 ,165,5 ,8,64
label(spendable),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,cropamount,growtime,random_item,cropinfocode,cashcomplete,completeitemcode,open_fresh,dangapercashcomplete,dangatime,,,,,,,,,,,,,,,,,,,,,
,600,소모품(3),씨앗(7),없음(0),채소 씨앗,1,-1,저급(0),0,iseed001,0,0,5,0,3,1,동물에게 줄 건초생산,3,25,0,1,10,건초(905),-1,1,60,,,,,,,,,,,,,,,,,,,,,
,601,소모품(3),씨앗(7),없음(0),하트 씨앗,1,-1,희귀(3),0,iseed008,0,0,10,0,7,1,교배`합성`승급에 사용,7,600,0,8,15,하트(2000),-1,1,60,,,,,,,,,,,,,,,,,,,,,
,602,소모품(3),씨앗(7),없음(0),옥수수 씨앗,1,-1,일반(1),0,iseed002,4,0,10,0,5,1,동물에게 줄 건초생산,5,50,0,3,20,건초(905),40,1,60,,,,,,,,,,,,,,,,,,,,,
,603,소모품(3),씨앗(7),없음(0),귀리 씨앗,1,-1,일반(1),0,iseed003,10,0,20,0,10,1,동물에게 줄 건초생산,10,100,0,2,30,건초(905),80,1,60,,,,,,,,,,,,,,,,,,,,,
,604,소모품(3),씨앗(7),없음(0),호박 씨앗,1,-1,일반(1),0,iseed004,15,0,40,0,21,1,동물에게 줄 건초생산,21,200,0,4,40,건초(905),120,1,60,,,,,,,,,,,,,,,,,,,,,
,605,소모품(3),씨앗(7),없음(0),고구마 씨앗,1,-1,고급(2),0,iseed005,25,0,70,0,38,1,동물에게 줄 건초생산,38,360,0,5,50,건초(905),-1,1,60,,,,,,,,,,,,,,,,,,,,,
//,606,소모품(3),씨앗(7),없음(0),회복 씨앗,0,0,희귀(3),0,iseed006,0,0,2,0,1,1,동물회복에 쓸 회복제 생산,1,300,0,6,3,회복(801),-1,2,,,,,,,,,,,,,,,,,,,,,,
//,607,소모품(3),씨앗(7),없음(0),촉진제 씨앗,0,0,희귀(3),0,iseed007,0,0,2,0,1,1,동물촉진에 쓸 촉진제 생산,1,300,0,7,3,촉진제(1102),-1,2,,,,,,,,,,,,,,,,,,,,,,
//,608,소모품(3),씨앗(7),없음(0),큰박 씨앗,1,0,희귀(3),0,iseed009,51,0,120,0,60,1,동물에게 줄 건초생산,60,450,0,9,3,건초(905),-1,2,,,,,,,,,,,,,,,,,,,,,,
label(spendable),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,dmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,700,소모품(3),총알(8),없음(0),낡은 공포탄,1,700,일반(1),0,ibull001,0,0,5,0,1,1,어떻게 보관되었는지도 불분명한 공포탄. 이거 쏴지긴 하나?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,701,소모품(3),총알(8),없음(0),늑대용 공포탄,1,701,일반(1),0,ibull002,0,0,20,0,1,2,늑대를 쫓는데 효과적으로 고안된 공포탄이다.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,702,소모품(3),총알(8),없음(0),특수탄,1,702,전설(4),0,ibull003,0,0,125,0,1,3,공포탄이 아닌 실탄으로 단방에 모든 늑대를 퇴치할 수 있다.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,703,소모품(3),총알(8),없음(0),특수탄 패키지,1,702,전설(4),0,ibull004,0,0,0,30,5,3,특수탄 패키지 (5개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,704,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,60,10,3,특수탄 패키지 (10개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,705,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,90,15,3,특수탄 패키지 (15개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,706,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,120,20,3,특수탄 패키지 (20개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,707,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,150,25,3,특수탄 패키지 (25개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,708,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,300,50,3,특수탄 패키지 (50개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,709,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,420,70,3,특수탄 패키지 (70개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,710,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull004,0,0,0,550,99,3,특수탄 패키지 (99개),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,711,소모품(3),총알(8),없음(0),특수탄 패키지,0,702,전설(4),0,ibull003,0,0,0,0,2,3,특수탄,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,712,소모품(3),총알(8),없음(0),늑대용 공포탄 패키지,0,701,일반(1),0,ibull002,0,0,0,0,5,2,늑대를 쫓는데 효과적으로 고안된 공포탄 5개.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,713,소모품(3),총알(8),없음(0),늑대용 공포탄 패키지,0,701,일반(1),0,ibull002,0,0,0,0,10,2,늑대를 쫓는데 효과적으로 고안된 공포탄 10개.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,714,소모품(3),총알(8),없음(0),늑대용 공포탄 패키지,0,701,일반(1),0,ibull002,0,0,0,0,20,2,늑대를 쫓는데 효과적으로 고안된 공포탄 20개.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,715,소모품(3),총알(8),없음(0),늑대용 공포탄 패키지,0,701,일반(1),0,ibull002,0,0,0,0,30,2,늑대를 쫓는데 효과적으로 고안된 공포탄 30개.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,716,소모품(3),총알(8),없음(0),늑대용 공포탄 패키지,0,701,일반(1),0,ibull002,0,0,0,0,40,2,늑대를 쫓는데 효과적으로 고안된 공포탄 40개.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(spendable),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,healpoint,massive_heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,800,소모품(3),치료제(9),치료제창(6),작은 백신,1,800,저급(0),0,ivacc001,0,0,8,0,1,1,작은 치료제로 평범한 동물들을 치료하는데 적합하다.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,801,소모품(3),치료제(9),치료제창(6),일반 백신,1,801,일반(1),0,ivacc002,0,0,15,0,1,2,수의사들이 애용하는 치료제로 빠르게 동물을 치료할 수 있다.,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,802,소모품(3),치료제(9),치료제창(6),슈퍼 백신,1,802,전설(4),0,ivacc003,0,0,225,0,1,3,강력한 치료제가 담긴 대형 지료제로 목장내 모든 동물들을 한번에 치료할 수 있다.,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,803,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,1,802,전설(4),0,ivacc004,0,0,0,40,5,3,초대형 치료제 패키지 (5개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,804,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,80,10,3,초대형 치료제 패키지 (10개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,805,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,120,15,3,초대형 치료제 패키지 (15개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,806,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,160,20,3,초대형 치료제 패키지 (20개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,807,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,200,25,3,초대형 치료제 패키지 (25개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,808,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,400,50,3,초대형 치료제 패키지 (50개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,809,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,560,70,3,초대형 치료제 패키지 (70개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,810,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc004,0,0,0,700,99,3,초대형 치료제 패키지 (99개),5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,811,소모품(3),치료제(9),치료제창(6),슈퍼 백신 패키지,0,802,전설(4),0,ivacc003,0,0,0,0,2,3,초대형 치료제 2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,812,소모품(3),치료제(9),치료제창(6),일반 백신 패키지,0,801,일반(1),0,ivacc002,0,0,0,0,5,2,수의사들이 애용하는 치료제 5개,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,813,소모품(3),치료제(9),치료제창(6),일반 백신 패키지,0,801,일반(1),0,ivacc002,0,0,0,0,10,2,수의사들이 애용하는 치료제 10개,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,814,소모품(3),치료제(9),치료제창(6),일반 백신 패키지,0,801,일반(1),0,ivacc002,0,0,0,0,20,2,수의사들이 애용하는 치료제 20개,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,815,소모품(3),치료제(9),치료제창(6),일반 백신 패키지,0,801,일반(1),0,ivacc002,0,0,0,0,30,2,수의사들이 애용하는 치료제 30개,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,816,소모품(3),치료제(9),치료제창(6),일반 백신 패키지,0,801,일반(1),0,ivacc002,0,0,0,0,40,2,수의사들이 애용하는 치료제 40개,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(feed),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,900,건초(44),건초(44),없음(0),건초,1,-1,일반(1),0,ifeed001,0,0,0,10,10,1,건초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,901,건초(44),건초(44),없음(0),건초 묶음,1,-1,일반(1),0,ifeed001,0,0,0,50,55,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,902,건초(44),건초(44),없음(0),건초 묶음,1,-1,일반(1),0,ifeed001,0,0,0,100,121,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,903,건초(44),건초(44),없음(0),건초 묶음,1,-1,일반(1),0,ifeed001,0,0,0,200,264,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,904,건초(44),건초(44),없음(0),건초 묶음,1,-1,일반(1),0,ifeed001,0,0,0,400,600,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,905,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,1,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,906,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,5,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,907,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,10,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,908,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,20,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,909,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,30,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,910,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,40,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,911,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,50,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,912,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,75,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,913,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,100,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,914,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,200,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,915,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,500,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,916,건초(44),건초(44),없음(0),건초 묶음,0,-1,일반(1),0,ifeed001,0,0,0,0,1000,1,건초 묶음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(spendable),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,workspeed,freshbonus,sprite,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000,소모품(3),일꾼(11),일꾼창(7),초보 아르바이트,1,1000,저급(0),0,ialba001,0,0,6,0,1,1,인근 지역에서 온 아르바이트생. 일이 익숙하지 않아 느릿느릿하다.,1800,1,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001,소모품(3),일꾼(11),일꾼창(7),농부,1,1001,일반(1),0,ialba002,0,0,75,0,1,2,목장 일에 잔뼈가 굵은 농부. 일 속도가 빠르다.,1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002,소모품(3),일꾼(11),일꾼창(7),알바의 귀재,1,1002,전설(4),0,ialba003,0,0,450,0,1,3,어떤 일을 하더라도 빠른 속도로 처리해내는 노련한 아르바이트 전문 인력. 비싼 값을 한다. 신선도 상승은 유저가 직접 클릭할때만 적용됩니다.,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,1,1002,전설(4),0,ialba004,0,0,0,40,4,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,80,8,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,120,12,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,160,16,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,200,20,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,300,30,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1009,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,400,40,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1010,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,500,50,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1011,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,900,90,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1020,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,2,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1021,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,3,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1022,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,4,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1023,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,5,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1024,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,6,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1025,소모품(3),일꾼(11),일꾼창(7),알바의 귀재 패키지,0,1002,전설(4),0,ialba004,0,0,0,0,7,3,알바의 귀재 패키지,370,10,white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1026,소모품(3),일꾼(11),일꾼창(7),농부 패키지,0,1001,일반(1),0,ialba002,0,0,0,0,5,2,목장 일에 잔뼈가 굵은 농부 (5개),1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1027,소모품(3),일꾼(11),일꾼창(7),농부 패키지,0,1001,일반(1),0,ialba002,0,0,0,0,10,2,목장 일에 잔뼈가 굵은 농부 (10개),1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1028,소모품(3),일꾼(11),일꾼창(7),농부 패키지,0,1001,일반(1),0,ialba002,0,0,0,0,20,2,목장 일에 잔뼈가 굵은 농부 (20개),1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1029,소모품(3),일꾼(11),일꾼창(7),농부 패키지,0,1001,일반(1),0,ialba002,0,0,0,0,30,2,목장 일에 잔뼈가 굵은 농부 (30개),1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1030,소모품(3),일꾼(11),일꾼창(7),농부 패키지,0,1001,일반(1),0,ialba002,0,0,0,0,40,2,목장 일에 잔뼈가 굵은 농부 (40개),1250,2,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
label(spendable),itemcode,category,subcategory,equpslot,itemname,activate,toplist,grade,discount,icon,playerlv,houselv,gamecost,cashcost,buyamount,sellcost,description,accelerated,freshbonus,boosttime,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1100,소모품(3),촉진제(12),촉진제창(8),아주 작은 촉진제,1,1100,저급(0),0,iboos001,0,0,5,0,1,1,생산 속도를 살짝 늘려주는 영양제.^사용시 동물이 너무 빨리 자란다면^한번 더 터치해 사용을 멈출 수 있다.^신선도 상승은 유저가 직접 클릭할때만 적용됩니다.,120,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1101,소모품(3),촉진제(12),촉진제창(8),작은 촉진제,1,1101,일반(1),0,iboos002,0,0,12,0,1,1,생산속도를 약간 늘려주는 영양제.^사용시 동물이 너무 빨리 자란다면^한번 더 터치해 사용을 멈출 수 있다.^신선도 상승은 유저가 직접 클릭할때만 적용됩니다.,240,2,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1102,소모품(3),촉진제(12),촉진제창(8),일반 촉진제,1,1102,희귀(3),0,iboos003,0,0,30,0,1,1,생산속도를 많이 늘려주는 영양제.^사용시 동물이 너무 빨리 자란다면^한번 더 터치해 사용을 멈출 수 있다.^신선도 상승은 유저가 직접 클릭할때만 적용됩니다.,480,3,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1103,소모품(3),촉진제(12),촉진제창(8),특수 촉진제,1,1103,전설(4),0,iboos004,0,0,70,0,1,1,생산속도를 크게 늘려주는 영양제.^사용시 동물이 너무 빨리 자란다면^한번 더 터치해 사용을 멈출 수 있다.^신선도 상승은 유저가 직접 클릭할때만 적용됩니다.,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1104,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,1,1103,전설(4),0,iboos005,0,0,0,20,5,1,특수 촉진제 패키지,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1105,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,40,10,1,특수 촉진제 패키지50,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1106,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,60,15,1,특수 촉진제 패키지75,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1107,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,80,20,1,특수 촉진제 패키지100,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1108,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,100,25,1,특수 촉진제 패키지125,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1109,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,200,50,1,특수 촉진제 패키지250,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1110,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,280,70,1,특수 촉진제 패키지350,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1111,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos005,0,0,0,390,99,1,특수 촉진제 패키지495,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1112,소모품(3),촉진제(12),촉진제창(8),특수 촉진제 패키지,0,1103,전설(4),0,iboos004,0,0,0,0,2,1,특수 촉진제,580,10,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
